Country,Sales,Date,Time
Indonesia,15238.8,10/23/2020 0:00,10:31:00 AM
France,2324.07,10/28/2020 0:00,3:12:00 AM
Colombia,139.99,12/9/2020 0:00,2:26:00 AM
Egypt,639.96,12/9/2020 0:00,5:15:00 AM
France,5.99,2/16/2021 0:00,5:48:00 AM
Indonesia,119.99,2/20/2021 0:00,5:55:00 AM
China,3.6,3/3/2021 0:00,9:28:00 AM
Bangladesh,45.0,3/20/2021 0:00,12:55:00 PM
China,119.94,3/22/2021 0:00,9:26:00 AM
Bangladesh,118.64,4/4/2021 0:00,4:40:00 AM
Canada,0.0,10/1/2021 0:00,1:46:00 AM
China,29.97,1/11/2018 0:00,6:48:00 AM
Indonesia,62.97,1/12/2018 0:00,1:19:00 AM
Japan,174.0,1/16/2018 0:00,5:29:00 AM
China,53.97,1/21/2018 0:00,10:21:00 AM
Mexico,14.97,1/22/2018 0:00,1:58:00 AM
China,122.37,1/24/2018 0:00,5:44:00 AM
Philippines,122.97,1/25/2018 0:00,8:48:00 AM
China,13.5,1/29/2018 0:00,1:25:00 AM
Indonesia,53.97,1/30/2018 0:00,12:15:00 PM
Indonesia,104.97,2/9/2018 0:00,3:34:00 AM
China,39.39,2/15/2018 0:00,1:04:00 AM
Indonesia,59.97,2/21/2018 0:00,7:31:00 AM
China,338.16,3/9/2018 0:00,11:00:00 AM
Indonesia,0.6,3/15/2018 0:00,1:16:00 AM
Brazil,21.87,3/19/2018 0:00,4:09:00 AM
Brazil,98.94,3/20/2018 0:00,4:51:00 AM
Brazil,44.97,3/30/2018 0:00,11:42:00 AM
China,21.9,4/4/2018 0:00,3:13:00 AM
China,38.13,4/24/2018 0:00,8:39:00 AM
Indonesia,89.97,4/25/2018 0:00,9:52:00 AM
France,66.0,6/17/2018 0:00,1:24:00 AM
China,95.85,7/2/2018 0:00,10:45:00 AM
Indonesia,50.97,7/5/2018 0:00,11:03:00 AM
China,2.13,7/22/2018 0:00,6:36:00 AM
Philippines,1.29,8/17/2018 0:00,11:32:00 AM
Japan,0.0,9/14/2018 0:00,2:36:00 AM
Indonesia,59.94,10/23/2018 0:00,5:06:00 AM
Canada,17.43,1/15/2018 0:00,11:33:00 AM
China,702.63,12/11/2018 0:00,1:45:00 AM
Indonesia,35.99,12/31/2018 0:00,3:16:00 AM
Albania,299.98,2/6/2019 0:00,1:10:00 AM
France,7.56,3/5/2019 0:00,7:23:00 AM
China,93.49,3/7/2019 0:00,10:19:00 AM
Mexico,63.96,6/10/2019 0:00,6:04:00 AM
Philippines,79.9,8/15/2019 0:00,2:31:00 AM
China,207.78,8/31/2019 0:00,8:47:00 AM
Indonesia,0.0,10/28/2019 0:00,6:51:00 AM
Greece,499.98,11/15/2019 0:00,2:21:00 AM
Japan,1806.87,1/17/2020 0:00,10:21:00 AM
China,2.32,1/25/2020 0:00,7:12:00 AM
China,0.54,2/17/2020 0:00,6:44:00 AM
Brazil,0.0,4/1/2020 0:00,12:00:00 PM
Ecuador,79.99,4/2/2020 0:00,8:47:00 AM
Canada,516.0,4/21/2020 0:00,10:08:00 AM
Japan,9.99,8/19/2020 0:00,3:53:00 AM
China,51.96,8/24/2020 0:00,5:05:00 AM
France,23.98,9/19/2020 0:00,6:14:00 AM
China,26.18,2/14/2021 0:00,6:23:00 AM
China,79.96,3/27/2021 0:00,3:53:00 AM
Philippines,12.99,9/25/2021 0:00,7:10:00 AM
Mexico,199.0,10/30/2021 0:00,11:02:00 AM
China,0.42,2/31/2018,3:49:00 AM
Indonesia,80.97,1/1/2018 0:00,4:48:00 AM
Indonesia,1.5,1/2/2018 0:00,2:57:00 AM
Brazil,41.07,1/12/2018 0:00,9:27:00 AM
China,0.78,1/12/2018 0:00,9:30:00 AM
Brazil,35.97,1/16/2018 0:00,9:51:00 AM
Brazil,75.0,1/17/2018 0:00,8:38:00 AM
China,14.94,1/23/2018 0:00,1:31:00 AM
Colombia,39.87,1/24/2018 0:00,12:27:00 PM
China,16.47,1/27/2018 0:00,8:15:00 AM
Indonesia,38.97,2/2/2018 0:00,5:05:00 AM
China,0.9,2/2/2018 0:00,7:35:00 AM
China,29.49,2/4/2018 0:00,4:09:00 AM
Mexico,48.6,2/20/2018 0:00,8:09:00 AM
China,155.97,4/6/2018 0:00,6:29:00 AM
China,31.32,4/30/2018 0:00,10:21:00 AM
Colombia,104.97,8/6/2018 0:00,2:00:00 AM
Indonesia,65.94,8/11/2018 0:00,4:41:00 AM
Indonesia,35.97,8/15/2018 0:00,2:34:00 AM
France,60.12,8/22/2018 0:00,10:53:00 AM
China,0.0,9/20/2018 0:00,2:23:00 AM
Brazil,53.97,9/24/2018 0:00,2:53:00 AM
Indonesia,26.97,9/25/2018 0:00,4:59:00 AM
Brazil,56.97,10/5/2018 0:00,7:59:00 AM
Indonesia,20.97,10/10/2018 0:00,9:02:00 AM
Indonesia,48.81,10/25/2018 0:00,9:06:00 AM
France,17.99,12/10/2018 0:00,3:15:00 AM
China,239.9,12/19/2018 0:00,7:38:00 AM
Philippines,1073.24,3/12/2019 0:00,6:30:00 AM
Germany,899.97,3/12/2019 0:00,4:15:00 AM
China,79.52,3/28/2019 0:00,10:16:00 AM
Indonesia,2121.07,5/1/2019 0:00,12:21:00 PM
China,645.66,5/10/2019 0:00,5:55:00 AM
Bangladesh,91.77,9/28/2019 0:00,11:39:00 AM
China,54.0,1/7/2020 0:00,10:27:00 AM
United,22.32,2/27/2020 0:00,5:27:00 AM
Indonesia,1.08,3/16/2020 0:00,6:00:00 AM
China,59.98,6/20/2020 0:00,7:58:00 AM
China,8.99,7/28/2020 0:00,4:12:00 AM
Indonesia,43.92,8/19/2020 0:00,10:01:00 AM
Mexico,4325.49,8/31/2020 0:00,2:19:00 AM
China,3098.72,9/26/2020 0:00,5:58:00 AM
China,89.97,12/30/2020 0:00,2:22:00 AM
Indonesia,15.97,2/26/2021 0:00,4:25:00 AM
France,2258.87,3/30/2021 0:00,5:34:00 AM
Philippines,0.0,5/31/2021 0:00,2:16:00 AM
Brazil,0.0,9/24/2021 0:00,6:17:00 AM
China,119.8,10/24/2021 0:00,3:13:00 AM
China,0.0,10/25/2021 0:00,12:35:00 PM
Indonesia,4.77,1/3/2018 0:00,8:40:00 AM
France,0.84,1/3/2018 0:00,7:44:00 AM
China,44.67,1/8/2018 0:00,7:08:00 AM
Brazil,28.44,1/15/2018 0:00,6:31:00 AM
China,41.97,1/21/2018 0:00,3:34:00 AM
Brazil,98.97,1/22/2018 0:00,5:11:00 AM
China,60.0,1/22/2018 0:00,6:43:00 AM
Indonesia,41.91,1/26/2018 0:00,2:44:00 AM
Philippines,20.97,1/29/2018 0:00,5:47:00 AM
China,0.42,1/31/2018 0:00,12:08:00 PM
China,29.79,2/2/2018 0:00,3:55:00 AM
Indonesia,38.97,2/13/2018 0:00,1:06:00 AM
Canada,32.97,3/2/2018 0:00,1:39:00 AM
China,72.9,3/26/2018 0:00,6:07:00 AM
Colombia,0.0,4/5/2018 0:00,12:19:00 PM
China,32.97,4/10/2018 0:00,4:18:00 AM
Pakistan,56.97,4/21/2018 0:00,12:56:00 PM
China,569.97,5/23/2018 0:00,9:41:00 AM
Brazil,0.0,5/24/2018 0:00,4:45:00 AM
Brazil,59.97,5/28/2018 0:00,11:25:00 AM
Indonesia,74.97,7/14/2018 0:00,8:03:00 AM
Japan,55.5,8/7/2018 0:00,6:03:00 AM
Philippines,1.29,8/11/2018 0:00,12:51:00 PM
South,0.0,9/18/2018 0:00,9:28:00 AM
Indonesia,74.97,9/21/2018 0:00,1:45:00 AM
Indonesia,68.91,10/27/2018 0:00,9:43:00 AM
China,447.32,12/6/2018 0:00,5:31:00 AM
China,55.1,12/6/2018 0:00,8:12:00 AM
Greece,53.91,1/4/2019 0:00,10:25:00 AM
Philippines,0.72,1/9/2019 0:00,3:29:00 AM
China,209.97,1/28/2019 0:00,8:03:00 AM
Indonesia,100.8,2/15/2019 0:00,3:33:00 AM
China,17099.1,4/30/2019 0:00,11:25:00 AM
China,3533.99,5/15/2019 0:00,2:26:00 AM
Greece,0.0,5/16/2019 0:00,4:42:00 AM
Albania,22.47,5/21/2019 0:00,12:14:00 PM
Greece,1.33,7/20/2019 0:00,4:36:00 AM
China,12998.7,8/1/2019 0:00,8:45:00 AM
Philippines,3.72,8/16/2019 0:00,1:50:00 AM
China,1236.0,8/27/2019 0:00,2:16:00 AM
China,59.98,9/12/2019 0:00,7:09:00 AM
China,59.78,10/21/2019 0:00,7:22:00 AM
Indonesia,59.98,12/1/2019 0:00,11:27:00 AM
Albania,0.15,12/13/2019 0:00,2:53:00 AM
China,29.99,1/1/2020 0:00,2:55:00 AM
China,279.98,1/5/2020 0:00,4:41:00 AM
China,299.96,2/12/2020 0:00,5:27:00 AM
China,47.96,3/20/2020 0:00,2:34:00 AM
China,13.59,4/2/2020 0:00,10:50:00 AM
China,0.0,4/20/2020 0:00,7:31:00 AM
France,89.97,5/4/2020 0:00,3:43:00 AM
Mexico,0.0,5/14/2020 0:00,4:18:00 AM
China,191.0,6/19/2020 0:00,12:18:00 PM
China,107.96,6/19/2020 0:00,3:14:00 AM
China,1.42,7/3/2020 0:00,1:32:00 AM
China,22.0,7/21/2020 0:00,6:51:00 AM
China,44.97,8/4/2020 0:00,2:17:00 AM
Indonesia,0.0,10/2/2020 0:00,4:41:00 AM
Philippines,429.0,12/1/2020 0:00,12:10:00 PM
France,107.7,12/1/2020 0:00,7:54:00 AM
Mexico,51.96,8/6/2021 0:00,10:01:00 AM
China,0.96,12/10/2021 0:00,7:45:00 AM
Philippines,2350.88,2/29/2018,12:44:00 PM
United,53.97,1/9/2018 0:00,12:27:00 PM
Indonesia,43.5,1/10/2018 0:00,5:54:00 AM
China,1.41,1/13/2018 0:00,6:06:00 AM
Indonesia,20.97,1/14/2018 0:00,9:45:00 AM
China,74.97,1/15/2018 0:00,7:44:00 AM
China,59.94,1/19/2018 0:00,6:21:00 AM
China,0.9,1/21/2018 0:00,3:21:00 AM
Indonesia,23.85,1/23/2018 0:00,4:35:00 AM
China,44.97,1/30/2018 0:00,11:02:00 AM
Indonesia,29.49,2/25/2018 0:00,6:44:00 AM
Indonesia,1.08,3/18/2018 0:00,4:05:00 AM
Indonesia,0.0,4/2/2018 0:00,4:32:00 AM
Indonesia,46.8,4/8/2018 0:00,9:30:00 AM
Japan,0.0,4/14/2018 0:00,5:23:00 AM
Albania,0.0,5/5/2018 0:00,7:32:00 AM
Indonesia,47.97,8/18/2018 0:00,8:25:00 AM
China,41.97,9/7/2018 0:00,12:15:00 PM
Indonesia,28.44,9/8/2018 0:00,1:07:00 AM
France,42.0,9/13/2018 0:00,5:34:00 AM
France,338.16,9/13/2018 0:00,11:57:00 AM
Jamaica,0.0,9/18/2018 0:00,1:14:00 AM
Philippines,67.17,10/5/2018 0:00,1:21:00 AM
Philippines,0.0,10/6/2018 0:00,4:57:00 AM
Brazil,0.0,10/6/2018 0:00,7:25:00 AM
France,38.97,10/14/2018 0:00,11:19:00 AM
Indonesia,32.97,10/14/2018 0:00,7:02:00 AM
Indonesia,53.61,10/16/2018 0:00,6:08:00 AM
Brazil,23.94,10/25/2018 0:00,5:27:00 AM
Colombia,79.52,12/8/2018 0:00,2:00:00 AM
France,179.97,12/14/2018 0:00,6:38:00 AM
China,45.98,3/15/2019 0:00,3:23:00 AM
Brazil,147.2,3/29/2019 0:00,8:32:00 AM
Philippines,26.0,5/20/2019 0:00,7:11:00 AM
China,13838.27,7/2/2019 0:00,4:07:00 AM
Panama,199.99,7/16/2019 0:00,8:16:00 AM
Mexico,79.95,9/18/2019 0:00,1:04:00 AM
Indonesia,50.98,10/19/2019 0:00,3:16:00 AM
Ecuador,4578.78,10/23/2019 0:00,2:23:00 AM
France,10549.0,12/19/2019 0:00,3:36:00 AM
China,3996.0,2/2/2020 0:00,4:35:00 AM
France,350.4,2/5/2020 0:00,5:32:00 AM
China,65.34,3/12/2020 0:00,4:21:00 AM
China,500.0,4/6/2020 0:00,11:10:00 AM
China,539.85,5/21/2020 0:00,8:45:00 AM
Indonesia,1306.11,6/16/2020 0:00,8:17:00 AM
Indonesia,17.79,7/27/2020 0:00,8:28:00 AM
Germany,51.98,7/28/2020 0:00,4:21:00 AM
Philippines,33.9,8/6/2020 0:00,10:31:00 AM
Mexico,0.43,8/21/2020 0:00,6:45:00 AM
South,187.96,9/2/2020 0:00,9:41:00 AM
China,1783.81,9/3/2020 0:00,10:15:00 AM
China,51.96,9/21/2020 0:00,5:05:00 AM
Philippines,1999.96,9/29/2020 0:00,4:41:00 AM
Philippines,19.98,12/17/2020 0:00,10:52:00 AM
China,27.18,12/19/2020 0:00,1:23:00 AM
Brazil,20.97,12/31/2020 0:00,12:31:00 PM
Mexico,5.58,3/10/2021 0:00,6:53:00 AM
Philippines,131.6,6/26/2021 0:00,7:25:00 AM
China,1138.86,7/29/2021 0:00,3:32:00 AM
Philippines,17.98,9/6/2021 0:00,4:44:00 AM
Indonesia,319.96,10/11/2021 0:00,9:25:00 AM
Mexico,79.99,12/17/2021 0:00,5:51:00 AM
Philippines,38.25,1/1/2018 0:00,10:59:00 AM
Japan,69.75,1/2/2018 0:00,4:57:00 AM
China,0.42,1/3/2018 0:00,10:25:00 AM
Canada,86.97,1/3/2018 0:00,11:11:00 AM
Indonesia,29.97,1/5/2018 0:00,12:26:00 PM
Indonesia,41.97,1/12/2018 0:00,7:44:00 AM
China,42.0,1/28/2018 0:00,1:28:00 AM
Indonesia,8.97,1/30/2018 0:00,3:33:00 AM
Philippines,0.39,2/4/2018 0:00,10:00:00 AM
China,41.85,2/14/2018 0:00,1:32:00 AM
Greece,32.97,3/6/2018 0:00,8:01:00 AM
China,0.6,3/31/2018 0:00,4:33:00 AM
Indonesia,23.97,4/2/2018 0:00,12:04:00 PM
Germany,44.91,4/20/2018 0:00,8:21:00 AM
Colombia,0.0,4/23/2018 0:00,6:56:00 AM
United,0.0,5/28/2018 0:00,7:52:00 AM
France,2.49,8/10/2018 0:00,6:18:00 AM
Indonesia,29.97,8/14/2018 0:00,2:05:00 AM
China,38.13,10/18/2018 0:00,7:49:00 AM
Brazil,519.35,12/26/2018 0:00,10:58:00 AM
Brazil,719.8,2/2/2019 0:00,3:42:00 AM
France,119.97,3/10/2019 0:00,8:08:00 AM
France,198.0,3/14/2019 0:00,12:45:00 PM
Indonesia,7.96,7/16/2019 0:00,8:03:00 AM
Greece,2.0,8/1/2019 0:00,9:07:00 AM
China,4638.55,8/27/2019 0:00,7:13:00 AM
Indonesia,0.0,9/2/2019 0:00,3:26:00 AM
Philippines,89.78,9/9/2019 0:00,8:32:00 AM
Bangladesh,13.99,10/8/2019 0:00,8:25:00 AM
China,0.0,10/11/2019 0:00,9:56:00 AM
China,638.26,10/16/2019 0:00,8:41:00 AM
France,128.82,10/29/2019 0:00,6:13:00 AM
Japan,0.0,11/1/2019 0:00,10:55:00 AM
China,4.8,2/3/2020 0:00,9:48:00 AM
China,13.98,2/14/2020 0:00,3:49:00 AM
Indonesia,8.44,4/5/2020 0:00,7:22:00 AM
Indonesia,76.47,4/29/2020 0:00,8:21:00 AM
Indonesia,0.34,7/3/2020 0:00,4:53:00 AM
China,3.32,7/20/2020 0:00,12:52:00 PM
Philippines,116.0,8/10/2020 0:00,5:41:00 AM
China,396.0,8/29/2020 0:00,7:30:00 AM
Philippines,2102.76,8/31/2020 0:00,5:21:00 AM
Brazil,0.0,10/14/2020 0:00,2:22:00 AM
China,0.0,11/12/2020 0:00,10:39:00 AM
Greece,0.0,11/21/2020 0:00,11:54:00 AM
China,47.84,12/22/2020 0:00,11:42:00 AM
Germany,738.62,2/26/2021 0:00,5:34:00 AM
Philippines,98.97,2/26/2021 0:00,9:19:00 AM
Indonesia,6.68,7/13/2021 0:00,12:45:00 PM
China,68.88,9/27/2021 0:00,2:08:00 AM
China,33.98,10/8/2021 0:00,9:08:00 AM
China,151.16,10/26/2021 0:00,2:36:00 AM
Japan,0.0,10/28/2021 0:00,7:22:00 AM
China,17.85,1/5/2018 0:00,10:42:00 AM
Australia,53.97,1/11/2018 0:00,12:17:00 PM
South,50.97,1/13/2018 0:00,2:56:00 AM
China,1.02,1/14/2018 0:00,8:53:00 AM
China,0.24,1/23/2018 0:00,4:35:00 AM
Indonesia,48.27,1/23/2018 0:00,9:03:00 AM
Indonesia,0.72,1/24/2018 0:00,7:32:00 AM
Chile,1.8,1/30/2018 0:00,11:03:00 AM
Brazil,92.82,2/11/2018 0:00,10:50:00 AM
China,0.0,5/24/2018 0:00,7:00:00 AM
Colombia,40.74,6/6/2018 0:00,5:48:00 AM
China,29.97,7/2/2018 0:00,2:02:00 AM
Indonesia,19.5,8/5/2018 0:00,10:22:00 AM
Indonesia,38.31,8/16/2018 0:00,5:08:00 AM
United,0.0,10/8/2018 0:00,12:05:00 PM
Colombia,0.0,10/10/2018 0:00,5:20:00 AM
China,38.25,10/11/2018 0:00,7:09:00 AM
France,979.51,12/14/2018 0:00,1:46:00 AM
China,69.98,12/23/2018 0:00,6:05:00 AM
Indonesia,0.56,12/26/2018 0:00,5:00:00 AM
Colombia,2242.35,1/14/2019 0:00,9:30:00 AM
Greece,33.12,1/28/2019 0:00,2:55:00 AM
China,639.96,2/10/2019 0:00,1:18:00 AM
Brazil,50.64,2/19/2019 0:00,1:41:00 AM
China,5.8,3/5/2019 0:00,12:09:00 PM
Brazil,0.6,6/23/2019 0:00,11:58:00 AM
France,937.51,8/28/2019 0:00,6:43:00 AM
China,129.99,9/27/2019 0:00,8:39:00 AM
Philippines,28.99,11/12/2019 0:00,7:29:00 AM
Mexico,0.7,12/2/2019 0:00,4:19:00 AM
Philippines,74.76,3/5/2020 0:00,10:31:00 AM
China,89.97,3/7/2020 0:00,2:42:00 AM
Philippines,2893.17,4/7/2020 0:00,10:42:00 AM
China,119.94,5/14/2020 0:00,7:49:00 AM
China,0.0,5/26/2020 0:00,8:08:00 AM
Philippines,3.51,7/3/2020 0:00,10:01:00 AM
China,34.99,7/4/2020 0:00,11:43:00 AM
Philippines,21.29,7/27/2020 0:00,3:05:00 AM
Indonesia,0.4,8/30/2020 0:00,10:09:00 AM
Philippines,199.98,9/17/2020 0:00,1:41:00 AM
Egypt,0.0,10/1/2020 0:00,2:53:00 AM
Philippines,119.8,10/4/2020 0:00,10:51:00 AM
China,0.0,11/10/2020 0:00,3:47:00 AM
China,3211.74,12/30/2020 0:00,2:50:00 AM
Egypt,25.98,3/11/2021 0:00,5:57:00 AM
Greece,46.17,4/19/2021 0:00,12:43:00 PM
Mexico,35.97,7/10/2021 0:00,6:06:00 AM
Colombia,6.59,9/6/2021 0:00,10:27:00 AM
China,80.85,9/15/2021 0:00,4:11:00 AM
Indonesia,0.0,9/18/2021 0:00,9:38:00 AM
China,57.98,9/23/2021 0:00,7:48:00 AM
Japan,85371.0,10/8/2021 0:00,3:03:00 AM
Greece,249.99,10/12/2021 0:00,9:50:00 AM
China,0.48,1/1/2018 0:00,12:47:00 PM
Indonesia,86.97,1/9/2018 0:00,3:16:00 AM
Indonesia,86.97,1/14/2018 0:00,12:51:00 PM
Indonesia,34.02,1/19/2018 0:00,3:08:00 AM
China,1.11,1/22/2018 0:00,6:29:00 AM
China,23.97,1/23/2018 0:00,4:29:00 AM
China,1.2,1/26/2018 0:00,11:13:00 AM
Indonesia,0.48,2/14/2018 0:00,7:18:00 AM
Canada,0.81,3/11/2018 0:00,10:05:00 AM
Colombia,59.91,3/12/2018 0:00,8:52:00 AM
Indonesia,40.2,3/16/2018 0:00,11:08:00 AM
China,59.97,3/23/2018 0:00,2:25:00 AM
Indonesia,0.0,4/11/2018 0:00,11:45:00 AM
Indonesia,74.97,6/3/2018 0:00,1:15:00 AM
Brazil,105.54,7/1/2018 0:00,12:44:00 PM
Philippines,47.25,7/11/2018 0:00,12:01:00 PM
China,24.0,7/24/2018 0:00,3:47:00 AM
China,0.0,9/1/2018 0:00,6:08:00 AM
China,29.97,9/22/2018 0:00,10:13:00 AM
China,11.97,9/28/2018 0:00,5:57:00 AM
United,0.0,10/22/2018 0:00,5:39:00 AM
Canada,31.2,12/7/2018 0:00,7:09:00 AM
Indonesia,2.0,12/31/2018 0:00,4:25:00 AM
China,0.0,4/1/2019 0:00,12:54:00 PM
China,16.96,4/6/2019 0:00,5:43:00 AM
Colombia,59.99,4/20/2019 0:00,8:15:00 AM
China,2759.54,5/17/2019 0:00,2:30:00 AM
Mexico,1.43,7/11/2019 0:00,12:11:00 PM
Canada,3239.28,7/23/2019 0:00,6:12:00 AM
France,54.99,9/21/2019 0:00,6:36:00 AM
South,149.99,10/29/2019 0:00,1:29:00 AM
China,239.97,3/13/2020 0:00,1:48:00 AM
China,32.13,4/4/2020 0:00,4:02:00 AM
Colombia,12.99,7/1/2020 0:00,8:35:00 AM
Panama,0.53,8/8/2020 0:00,1:59:00 AM
Indonesia,0.0,9/21/2020 0:00,7:42:00 AM
China,49.98,10/3/2020 0:00,8:41:00 AM
France,159.99,10/15/2020 0:00,2:56:00 AM
China,297.0,10/27/2020 0:00,12:09:00 PM
Colombia,29.97,11/15/2020 0:00,8:48:00 AM
France,74.97,2/2/2021 0:00,1:45:00 AM
China,79.96,2/23/2021 0:00,4:17:00 AM
Philippines,88.38,3/9/2021 0:00,8:20:00 AM
China,21.99,4/2/2021 0:00,7:11:00 AM
China,21.98,4/27/2021 0:00,6:12:00 AM
China,398.0,7/7/2021 0:00,12:50:00 PM
China,19.47,7/12/2021 0:00,5:47:00 AM
Colombia,33.76,7/25/2021 0:00,10:22:00 AM
China,15.99,12/11/2021 0:00,5:33:00 AM
Japan,40.77,2/31/2019,3:54:00 AM
China,50.97,1/1/2018 0:00,5:13:00 AM
Indonesia,36.24,1/12/2018 0:00,11:28:00 AM
China,29.97,1/16/2018 0:00,8:41:00 AM
Indonesia,65.97,1/18/2018 0:00,3:42:00 AM
China,14.97,1/18/2018 0:00,5:47:00 AM
Indonesia,29.97,1/20/2018 0:00,12:34:00 PM
China,0.36,1/23/2018 0:00,4:40:00 AM
Indonesia,29.97,1/24/2018 0:00,1:33:00 AM
Indonesia,1.5,1/30/2018 0:00,2:52:00 AM
Philippines,38.22,2/11/2018 0:00,9:05:00 AM
China,11.85,2/19/2018 0:00,6:44:00 AM
Philippines,35.85,2/23/2018 0:00,10:06:00 AM
Indonesia,1.38,2/25/2018 0:00,8:52:00 AM
China,38.97,3/4/2018 0:00,10:19:00 AM
Brazil,98.97,3/16/2018 0:00,6:07:00 AM
Indonesia,128.97,3/26/2018 0:00,9:36:00 AM
Japan,68.97,4/2/2018 0:00,6:09:00 AM
Indonesia,59.94,4/18/2018 0:00,6:47:00 AM
Greece,29.91,6/1/2018 0:00,8:45:00 AM
Canada,59.94,6/26/2018 0:00,4:56:00 AM
Canada,29.97,6/28/2018 0:00,6:40:00 AM
Brazil,1.26,7/24/2018 0:00,4:23:00 AM
Japan,19.5,8/10/2018 0:00,4:08:00 AM
Indonesia,16.59,9/3/2018 0:00,8:19:00 AM
China,48.81,10/10/2018 0:00,7:23:00 AM
China,21.15,10/18/2018 0:00,12:27:00 PM
China,33.98,1/2/2019 0:00,1:39:00 AM
China,0.64,2/7/2019 0:00,3:02:00 AM
France,40.08,2/13/2019 0:00,3:08:00 AM
Pakistan,137.52,3/7/2019 0:00,1:56:00 AM
Japan,389.85,4/29/2019 0:00,5:22:00 AM
France,2137.41,5/11/2019 0:00,2:44:00 AM
Philippines,47.97,7/9/2019 0:00,3:33:00 AM
Japan,2.28,8/12/2019 0:00,12:07:00 PM
France,2.04,8/23/2019 0:00,1:11:00 AM
France,0.0,9/30/2019 0:00,6:39:00 AM
China,20.97,10/15/2019 0:00,9:54:00 AM
Pakistan,0.0,11/27/2019 0:00,12:05:00 PM
China,35.96,12/1/2019 0:00,4:45:00 AM
Japan,1.74,2/2/2020 0:00,2:45:00 AM
Japan,130.83,3/4/2020 0:00,4:21:00 AM
France,43.96,3/25/2020 0:00,11:08:00 AM
Mexico,128.94,4/8/2020 0:00,6:16:00 AM
France,199.98,4/8/2020 0:00,2:24:00 AM
Chile,149.97,4/25/2020 0:00,5:11:00 AM
Indonesia,0.0,5/19/2020 0:00,7:32:00 AM
China,5.84,5/25/2020 0:00,4:47:00 AM
Brazil,19.99,6/16/2020 0:00,9:44:00 AM
Philippines,767.8,7/29/2020 0:00,12:22:00 PM
Chile,559.98,8/2/2020 0:00,8:20:00 AM
Indonesia,2.22,8/10/2020 0:00,4:33:00 AM
Philippines,7799.61,8/29/2020 0:00,1:57:00 AM
China,399.96,9/25/2020 0:00,10:35:00 AM
Panama,0.0,10/2/2020 0:00,6:49:00 AM
China,338.2,12/23/2020 0:00,7:44:00 AM
China,0.44,2/5/2021 0:00,1:05:00 AM
Philippines,36190.95,3/11/2021 0:00,5:23:00 AM
Greece,239.96,4/3/2021 0:00,9:31:00 AM
Indonesia,9.32,7/28/2021 0:00,12:34:00 PM
Bahamas,0.9,1/13/2018 0:00,9:42:00 AM
Brazil,35.97,1/21/2018 0:00,8:10:00 AM
Ecuador,19.5,1/25/2018 0:00,12:54:00 PM
Brazil,58.2,1/28/2018 0:00,7:10:00 AM
Jamaica,0.48,2/1/2018 0:00,10:22:00 AM
Brazil,41.97,3/29/2018 0:00,8:17:00 AM
Pakistan,62.97,4/16/2018 0:00,4:09:00 AM
China,43.5,5/14/2018 0:00,11:26:00 AM
Canada,12.0,6/25/2018 0:00,10:06:00 AM
Pakistan,20.61,8/9/2018 0:00,6:48:00 AM
Mexico,29.97,8/11/2018 0:00,3:34:00 AM
Indonesia,17.82,8/26/2018 0:00,6:19:00 AM
Canada,67.17,8/30/2018 0:00,2:04:00 AM
China,46.8,10/6/2018 0:00,2:58:00 AM
France,0.0,10/7/2018 0:00,5:49:00 AM
Indonesia,74.97,10/21/2018 0:00,12:12:00 PM
China,12.99,12/8/2018 0:00,3:21:00 AM
China,38.97,2/9/2019 0:00,12:07:00 PM
China,300.76,2/12/2019 0:00,2:07:00 AM
China,39.99,2/18/2019 0:00,12:27:00 PM
China,5579.07,2/21/2019 0:00,7:13:00 AM
China,67.96,5/27/2019 0:00,7:41:00 AM
China,50.97,5/28/2019 0:00,10:51:00 AM
Philippines,14.62,7/24/2019 0:00,10:56:00 AM
Philippines,107.9,8/31/2019 0:00,10:32:00 AM
China,46.0,9/4/2019 0:00,5:49:00 AM
China,12.99,10/19/2019 0:00,7:38:00 AM
China,28686.56,11/17/2019 0:00,6:32:00 AM
China,1359.66,2/4/2020 0:00,7:27:00 AM
China,679.86,2/9/2020 0:00,11:07:00 AM
China,0.0,5/16/2020 0:00,3:15:00 AM
Albania,1079.96,7/15/2020 0:00,7:34:00 AM
Philippines,79.98,7/20/2020 0:00,1:20:00 AM
China,999.96,7/21/2020 0:00,7:24:00 AM
China,0.4,8/26/2020 0:00,2:04:00 AM
Philippines,0.0,9/3/2020 0:00,2:52:00 AM
China,33.98,9/25/2020 0:00,2:40:00 AM
Greece,0.0,10/16/2020 0:00,1:14:00 AM
China,0.0,10/31/2020 0:00,5:36:00 AM
Colombia,138.96,12/7/2020 0:00,10:19:00 AM
China,119.96,12/13/2020 0:00,2:39:00 AM
Philippines,3.12,1/2/2021 0:00,3:43:00 AM
China,119.97,1/11/2021 0:00,9:42:00 AM
Greece,39.88,3/24/2021 0:00,10:45:00 AM
China,47.44,8/7/2021 0:00,3:27:00 AM
China,49.99,8/7/2021 0:00,11:02:00 AM
China,522.0,9/6/2021 0:00,4:35:00 AM
China,0.0,10/9/2021 0:00,4:59:00 AM
Indonesia,14.94,1/13/2018 0:00,2:19:00 AM
Philippines,16.47,1/13/2018 0:00,5:53:00 AM
Indonesia,1.02,1/14/2018 0:00,12:02:00 PM
